sample_size,opt_gen_error
412,0.2907434054449612
413,0.2968188944339241
414,0.2965648205018871
415,0.2945755743926928
416,0.293509071487895
417,0.2935984210934751
418,0.28843184270699485
419,0.2881455725359474
420,0.287975061861771
421,0.28807730568318346
422,0.28637947759765203
423,0.28687131867931875
424,0.28620206348972443
425,0.28674607092971116
426,0.2868715596183571
427,0.2893596245743252
428,0.2856620367226486
429,0.285291513061734
430,0.2859286382130862
431,0.2857071560427283
432,0.2867166755166671
433,0.2868518068107568
434,0.28314095948921847
435,0.2831469473475698
436,0.2832345479672498
437,0.29150018940067896
438,0.29175671775602163
439,0.2922272651597282
440,0.2976629489851664
441,0.3043494528177396
442,0.3051223934737011
443,0.3031390469186439
444,0.30257689286633055
445,0.3087009006373562
446,0.3086224614208312
447,0.3084641324170487
448,0.31786513534772787
449,0.29893179254771446
450,0.29539778914565956
451,0.2923009797883718
452,0.2923007571054463
453,0.2933166358520927
454,0.2922322160077116
455,0.2927781537962814
456,0.2933213612775083
457,0.29235602263480714
458,0.29127017296611774
459,0.2918839942402788
460,0.29302247529776726
461,0.29246319966277806
462,0.2918469132483875
463,0.29125428760360145
464,0.29062108370353346
465,0.2909660501711577
466,0.2913581528947931
467,0.29248484542441067
468,0.2930072944284922
469,0.2889260546654827
470,0.2835204051783463
471,0.30763403126568467
472,0.30769325621223204
473,0.3056893877335315
474,0.30559800114783275
475,0.30697642050484175
476,0.2929354140601725
477,0.294991148061131
478,0.2939497477684363
479,0.2949115564701814
480,0.29440379202318534
481,0.2932231879413268
482,0.29795661283772423
483,0.2981202485170196
484,0.2981324244872782
485,0.29591301155644917
486,0.29566153748821916
487,0.2964313455389409
488,0.2973987796383682
489,0.3044966416936616
490,0.3030079441951068
491,0.3038903962753683
492,0.2942673589171408
493,0.2946606525765561
494,0.29474329332754323
495,0.2963433762894256
496,0.2961421004525617
497,0.2960698607181925
498,0.28931854501976284
499,0.28958718445119114
500,0.30419208857179714
501,0.3046471131586061
502,0.3077124089137781
503,0.3077275903230888
504,0.3061796112944914
505,0.3077899692980418
506,0.3058441914050669
507,0.29345453136774896
508,0.29452411875108075
509,0.2941131505424721
510,0.2927596250865754
511,0.2898639985309375
512,0.28938451461947523
513,0.2891053914160458
514,0.283423614373269
515,0.28371153858732806
516,0.2835389620544949
517,0.2835533884889666
518,0.283410821999326
519,0.28746102594224454
520,0.2874099086143739
521,0.2888166749224523
522,0.2888188489176477
523,0.29120617093607715
524,0.29124480793840324
525,0.28375545935433083
526,0.28373344028881964
527,0.28358832180194415
528,0.2862746175800751
529,0.28670213012557877
530,0.2867244649151944
531,0.28659681927330966
532,0.28651750103530044
533,0.2865844869985377
534,0.2856286727088963
535,0.2845260170341287
536,0.28523125662183735
537,0.284772168064541
538,0.2847377535886937
539,0.2847557872213978
540,0.2849537790690806
541,0.2849191810834588
542,0.28563468782723966
543,0.28423486540285114
544,0.2844917732294581
545,0.2841646522631276
546,0.2846968121479715
547,0.28501414497759897
548,0.2850936634796731
549,0.2851837299881661
550,0.2849741407749844
551,0.3119524313883867
552,0.31296609641159856
553,0.30600268469144903
554,0.30429715983484673
555,0.30393565735215
556,0.31150943308896684
557,0.30653209472603776
558,0.30646788458111834
559,0.3101385215791057
560,0.3122237072676428
561,0.31284218616077714
562,0.31209835700984107
563,0.31271690440173777
564,0.30322857700896605
565,0.3026340961481214
566,0.2999745728986941
567,0.30435315440326605
568,0.3028994724743202
569,0.30416710513557116
570,0.3005948848122526
571,0.3008292410645651
572,0.30068170191402654
573,0.2911412884618794
574,0.2921691022435598
575,0.2922426413727255
576,0.2931573638490777
577,0.292031886485174
578,0.30213714874344394
579,0.30186118341493473
580,0.3039842873488162
581,0.3114295245166845
582,0.3083147868335763
583,0.30833645461968107
584,0.30552912892753786
585,0.30522042247017
586,0.3055568280354053
587,0.3057607917126238
588,0.30653023667838836
589,0.3065316243766676
590,0.31272076896366496
591,0.36390417251964174
592,0.3639722843377342
593,0.36299419876256867
594,0.35466806881705926
595,0.3585882710054484
596,0.35492935049855057
597,0.3578821114407571
598,0.35688206243473014
599,0.3390261532002949
600,0.33814966221821924
601,0.34379059574363935
602,0.34231965902058453
603,0.3427074492721382
604,0.33922925039538765
605,0.3374783035060245
606,3.060468607719537
607,3.0530818890783054
608,3.054162021228435
609,3.0547502094736343
610,3.0728258726949096
611,0.34188880394753296
612,0.3417824714175692
613,0.3498363324002118
614,0.3486637321202671
615,3.077212959493345
616,3.118931833782225
617,0.35363667790792114
618,0.3505457241222955
619,3.089910572370723
620,3.0979343357652676
621,3.1372209671851983
622,3.1560738100679746
623,3.160943605188694
624,3.152436551647637
625,3.146477117186768
626,3.161979620011759
627,3.1590520324193987
628,3.1592214823757145
629,3.174689293446084
630,3.209387226373604
631,3.2063801334091107
632,3.212118155032338
633,3.1807037890719383
634,3.1836318693986976
635,3.1829232443267954
636,3.163667698358017
637,3.155370304145465
638,3.15542377954507
639,3.138384903109476
640,3.1318602336768278
641,3.1164022215053966
642,3.116931495451933
643,3.114562718769161
644,3.097396084183285
645,3.1132688753731563
646,3.136758079764654
647,3.167647195602494
648,3.1585694502340744
649,3.1544778897216372
650,3.1833050379987666
651,3.189599267547568
652,3.2201279515836743
653,3.2190787982219153
654,3.23189455586577
655,3.2326304119905833
656,3.2332818010574216
657,0.2886273688183521
658,0.29039192194444313
659,3.214249397715096
660,3.2140309957916986
661,3.2158079374361375
662,3.213508689477609
663,3.2133716726471255
664,3.2373173558795236
665,3.22381734065899
666,3.2301971788261055
667,3.2300071475569707
668,3.244339943838821
669,3.2277428367039125
670,3.2251392944871378
671,3.2434084372693937
672,3.2419810547750485
673,3.2390382919027996
674,3.231982424596198
675,3.2320404482941196
676,3.2424680161030053
677,3.279189413799137
678,3.276619820185249
679,3.27154585304826
680,3.2537275887703587
681,3.25981302254734
682,3.2611983707407695
683,3.265104801977817
684,3.262498029709493
685,3.2622055913171906
686,3.2779043346889853
687,3.2773940745306063
688,3.2623600554831076
689,3.2545173228612794
690,3.271016474851776
691,3.267909763064054
692,3.280748383179274
693,3.2487581187804944
694,3.2569523158608495
695,3.230218763751172
696,3.2752224681548316
697,3.275213116484495
698,3.2827557260766196
699,3.2633343226187184
700,3.2638813883672446
701,3.262689817134751
702,3.26056023316351
703,3.260651547434346
704,3.2712579968290627
705,3.3058669834684093
706,3.307660643290273
707,3.299704712648653
708,3.293078794156011
709,3.3082517926734822
710,3.317346201938769
711,3.3170549549027832
712,3.310746333983382
713,3.313494179198194
714,3.319022836294811
715,3.3292037247443846
716,3.3797946146213915
717,3.3768945001032975
718,3.37445045247656
719,3.3762024155940993
720,3.3766332087957287
721,3.3648778598323705
722,3.3634250239238956
723,3.378312921096131
724,3.3913016062673256
725,0.28465433981555455
726,0.2848747686056617
727,0.28474056663298136
728,0.2849443692524229
729,0.2854340480915866
730,0.2847191005764029
731,0.30070106323952167
732,0.3014191574714693
733,0.2996600407769253
734,0.2997568972840254
735,0.2983610666616654
736,0.2960083628733723
737,0.29583287998214824
738,0.29814576569649875
739,0.3012445628164106
740,0.29657662847379684
741,0.2963182733893445
742,0.2992157419645372
743,0.2978846729007355
744,0.30645800266222656
745,0.3065954867248214
746,0.30609146365217704
747,0.30581913402731475
748,0.3037707603105865
749,0.3035948367209618
750,0.3030216768108872
751,0.30200022011158234
752,0.30275725824169913
753,0.30505435219226895
754,0.3044785341241509
755,0.3033864528127693
756,0.300339381364675
757,0.30060803754854776
758,0.30061682966271863
759,0.300697724104857
760,0.3005814278397264
761,0.3029063939874477
762,0.30457404958129936
763,0.3152912974617214
764,0.31522903405704383
765,0.31317082164153626
766,0.3150649164828754
767,0.31413116510961536
768,0.3181958634356811
769,0.31780849524652793
770,0.3212726313356609
771,0.3208078857108072
772,0.31776563581443135
773,0.33363941240972034
774,0.33362247751607693
775,0.33217544256838777
776,0.3356117200699404
777,0.34265790110628574
778,0.34254497395355277
779,0.3397586828722675
780,0.33986598083938097
781,0.3347836175205756
782,0.3296547500283375
783,0.3647528858599467
784,0.3662249577796224
785,0.3661501684641801
786,0.41417823708298346
787,0.40337435863543986
788,0.40336190384724985
789,0.40525263465373723
790,0.4040428635998342
791,0.4036197915312685
792,0.4218527181775422
793,0.4220672823010305
794,0.42785885967068815
795,0.41645799371436554
796,0.41643769045018153
797,0.42256193916628565
798,0.42375535923924834
799,0.4240604714574436
800,0.4232615184930452
801,0.4291820400390862
802,0.4262627625922946
803,0.43039814974389845
804,0.42971205216237557
805,0.42940312367732614
806,0.4162415269851353
807,0.38212585764971446
808,0.37193959198917276
809,0.36860845515383606
810,0.3670536428667271
811,0.37897741707434723
812,0.37106839059943586
813,0.37201184645810526
814,0.3713196519184993
815,0.3737755102252414
816,0.3568097074593952
817,0.3568970676499721
818,0.36272158991509074
819,0.35834792230041834
820,0.3575003467496639
821,0.35855877354862054
822,0.3526264014828837
823,0.3510888788595803
824,0.3508373650584389
825,0.34659111278393295
826,0.34716706442087086
827,0.34689621840354684
828,0.3471907855314729
829,0.34724133127644774
830,0.35861749039379937
831,0.3502689080662694
832,0.34668642657410753
833,0.33764047017067594
834,0.33945722250043964
835,0.33931383565237055
836,0.33937827022686856
837,0.3387225785818686
838,0.33513273040494185
839,0.3410624052698219
840,0.33975800165483866
841,0.3450571402944121
842,0.3479508264811546
843,0.35374582571229646
844,0.35781389563613664
845,0.3564799495380592
846,0.3564290932038914
847,0.3533736947335522
848,0.3672759184016178
849,0.36352367614922615
850,0.36202735220676296
851,0.36202095600656026
852,0.38030576754759154
853,0.37917213076222445
854,0.3815744679063932
855,0.37788117804780835
856,0.3795221997972721
857,0.37629963264420613
858,0.37788935538783225
859,0.3743487883094448
860,0.38839967170164397
861,0.3820461542021957
862,0.3793167172271233
863,0.37603128599445007
864,0.37539267835379336
865,0.3711492133399628
866,0.37359682371129155
867,0.37446419407958803
868,0.38215281129429823
869,0.37950387680848563
870,0.37952158045597845
871,0.3797816945113753
872,0.3715089963622132
873,0.3714713848666172
874,0.41125150693594353
875,0.4127964853611837
876,0.417641044081146
877,0.42956213931394577
878,0.4259336196607288
879,0.42671178146798966
880,0.42770277580891125
881,0.4251072993751579
882,0.4242470128729379
883,0.42571602205299786
884,0.4264774419667534
885,0.4256155543467408
886,0.40805001558550386
887,0.40972891393862376
888,0.41328228670715805
889,0.42467467265011655
890,0.42556614455627095
891,0.4222457675647452
892,0.4232065442919787
893,0.42263458254808095
894,0.4199012918857625
895,0.42331501177141784
896,0.4234600946219256
897,0.4263822338822962
898,0.4266231819229331
899,0.42694270620271635
900,0.43992652832937185
901,0.46387168354119157
902,0.4595808667522151
903,0.4591949946616907
904,0.42237292931062004
905,0.4220779562245249
906,0.42206565598809576
907,0.40581602252468857
908,0.40978899214299724
909,0.4050042522609801
910,0.4048312221650346
911,0.40585891842062766
912,0.40594113126670417
913,0.4049567736184705
914,0.4050387298860009
915,0.4069219252222018
916,0.41985178333212325
917,0.418115708310789
918,0.4166390324231943
919,0.4176254995588359
920,0.4260963495561773
921,0.4254945660146555
922,0.42470926749186094
923,0.4245721053799674
924,0.4232108519430988
925,0.4139941979417583
926,0.4125369621615361
927,0.41152637272147524
928,0.4128074765064247
929,0.4120206941302802
930,0.41415384345506373
931,0.40787433651464905
932,0.40622626909124576
933,0.40516545490770345
934,0.40640626377994327
935,0.4043519869831907
936,0.40641342022181925
937,0.40764559734150574
938,0.41134583930205965
939,0.411189389972394
940,0.406686059699894
941,0.4054960010877185
942,0.4241684530395878
943,0.43797121991925814
944,0.47006382602562746
945,0.47060964438971603
946,0.47909696207348745
947,0.4781692586951778
948,0.4590829106125697
949,0.46755686547531994
950,0.4637604077709757
951,0.4699794922204665
952,0.4707207355760718
953,0.4697503298923344
954,0.49407308547376044
955,0.48924585832034556
956,0.4869593139398586
957,0.49335697540856843
958,0.5072822617773954
959,0.5052652734450466
960,0.5049933870577049
961,0.505108080979855
962,0.504684348766317
963,0.5032908518459993
964,0.506417893260388
965,0.5047250970225934
966,0.5020479396146718
967,0.5028402437040362
968,0.5116410334260595
969,0.5087823399309125
970,0.5138213626542938
971,0.5152182870471024
972,0.5073345809827385
973,0.5121655359957218
974,0.5132643876445404
975,0.5078106641286434
976,0.5184381148635318
977,0.5117520023675005
978,0.5106870977395971
979,0.5058556542687829
980,0.5067150748991817
981,0.5028779366626844
982,0.5035270076824739
983,0.5006656766897075
984,0.5022946723300796
985,0.5022169579859346
986,0.5021578998696549
987,0.5035165530671531
988,0.5081792900287272
989,0.5081590280131778
990,0.5123794674188831
991,0.5154982675805921
992,0.5008741477379421
993,0.47941903457435336
994,0.48903571408206936
995,0.49572001465590937
996,0.49502195972989355
997,0.4935923443146313
998,0.5316935039198911
999,0.5317512824376996
